   ,PROPX,PROPY,PROPERTYROLL,STATUSCODE,status,PRSN,ADDRESS,bylaw,details,P4_DATE,P5_DATE,LIST_DATE,BYLAW_P4,BYLAW_P5,HERT_CONSERV_DISTRICT,INTENT_DATE,CONTRIBUTING
15275,314786.785,4837365.514,1.90E+18,1103,Part V,273759,1 MAY ST ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15276,314576.867,4837317.756,1.90E+18,1103,Part V,273808,167 CRESCENT RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15277,314578.4,4837220.426,1.90E+18,1103,Part V,273818,92 SOUTH DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15278,314622.586,4837154.244,1.90E+18,1103,Part V,273851,31 SHERBOURNE ST N,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15279,305025.72,4830259.57,1.92E+18,1101,Listed,568090,277 ROYAL YORK RD ,,St. Leo's Church,,,27-Sep-06,,,,,NA
15280,308981.383,4833582.744,1.90E+18,1101,Listed,160560,163 RONCESVALLES AVE ,,Identified through the Dundas Street West and Roncesvalles Avenue Built Form Study (2018) and part of the Dundas-Roncesvalles Historic Context. Built in 1913-1924. main street commercial row building type.,,,17-Dec-20,,,,,
15281,311546.933,4833672.513,1.90E+18,1101,Listed,180904,934 QUEEN ST W,,Identified through the West Queen West Planning Study (2020) and part of the West Queen West Historic Context. Built in 1899. main street commercial row building type.,,,16-Dec-20,,,,,
15282,311432.743,4833887.434,1.90E+18,1101,Listed,180984,180 SHAW ST ,,"Givins-Shaw Junior and Senior Public Schools, 1914; C.H. Bishop, Superintendent of Buildings, Toronto District School Board, architect -adopted by City Council on February 1, 2000",,,01-Feb-00,,,,,NA
15283,311074.642,4833535.619,1.90E+18,1101,Listed,181299,1084 QUEEN ST W,,Identified through the West Queen West Planning Study (2020) and part of the West Queen West Historic Context. Built in 1892. main street commercial block building type.,,,16-Dec-20,,,,,
15284,310965.723,4833506.289,1.90E+18,1101,Listed,181448,1118 QUEEN ST W,,Identified through the West Queen West Planning Study (2020) and part of the West Queen West Historic Context. Built in 1899. main street commercial row building type.,,,16-Dec-20,,,,,
15285,311160.577,4837276.884,1.90E+18,1103,Part V,199714,12 WYCHWOOD PK ,421-85,"J. Patterson House; 1920, Attributed to A.E. Whatmough, bldr. - Part of the Wychwood Park Heritage Conservation District - BY-LAW PASSED on May 21st, 1985",,21-May-85,,,421-85,Wychwood Park,,
15286,315119.72,4834898.339,1.90E+18,1101,Listed,218704,130 SHUTER ST ,,"Part of row housing at 122-136 Shuter St.; 1877 -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
15287,315153.012,4834972.703,1.90E+18,1101,Listed,218725,13 PEMBROKE ST ,,SEE 23 Pembroke Street,,,20-Jun-73,,,,,NA
15288,315151.456,4834977.831,1904,1101,Listed,218738,15 A PEMBROKE ST ,,SEE 23 Pembroke Street,,,20-Jun-73,,,,,NA
15289,315069.925,4835428.243,1.90E+18,1101,Listed,218816,191 GERRARD ST E,,"Semi-detached house, 1880 -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
15290,314585.808,4835048.622,1.90E+18,1102,Part IV,219267,115 BOND ST ,637-76; 807-2018,"Holy Blossom Temple; 1895, J.W. Siddall; altered in 1938, later St. George's Greek Orthodox Church -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Nov. 10, 1976.  
City Council enacted by-law 807-2018 on June 29, 2018, to amend former City of Toronto By-law 637-76 being a by-law to designate the property at 115 Bond Street (Saint George's Greek Orthodox Church, formerly known as the Holy Blossom Synagogue) under Part IV of the Ontario Heritage Act, by revising the reasons for designation to describe the property's cultural heritage value and heritage attributes. ",10-Nov-76,,20-Jun-73,637-76; 807-2018,,,,NA
15291,317230.179,4836055.724,1.90E+18,1103,Part V,235317,188 FIRST AVE ,951-2008,"Adopted by City Council on July 15, and 16, 2008",,25-Sep-08,16-Jul-08,,951-2008,Riverdale,,Y
15292,317167.157,4836028.015,1.90E+18,1103,Part V,235330,160 FIRST AVE ,951-2008,"Adopted by City Council on July 15, and 16, 2008",,25-Sep-08,16-Jul-08,,951-2008,Riverdale,,Y
15293,316145.523,4835786.01,1.90E+18,1103,Part V,235350,203 RIVER ST ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
15294,316088.064,4835879.665,1.90E+18,1103,Part V,235382,250 RIVER ST ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
15295,315941.711,4835811.385,1.90E+18,1103,Part V,235417,309 SUMACH ST ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
15296,316024.668,4835751.389,1.90E+18,1103,Part V,235453,4 SWORD ST ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
15297,315867.546,4835806.967,1.90E+18,1103,Part V,235486,43 NASMITH AVE ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
15298,315832.293,4835793.088,1.90E+18,1103,Part V,235526,44 NASMITH AVE ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
15299,315732.24,4835757.98,1.90E+18,1103,Part V,235559,357 SACKVILLE ST ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
15300,315522.042,4835702.173,1.90E+18,1103,Part V,235598,11 SPRUCE ST ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
15301,315604.431,4835711.749,1.90E+18,1103,Part V,755838,35 B SPRUCE ST ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
15302,315337.341,4835659.383,1.90E+18,1101,Listed,235789,368 BERKELEY ST ,,"Part of row housing at 364-372 Berkeley Street; 1883, George Barton, builder -adopted by City Council on May 6 & 7, 1982",,,07-May-82,,,,,NA
15303,315337.341,4835659.383,1.90E+18,1101,Listed,235789,368 BERKELEY ST ,,"Row Housing; 1883, George Barton, builder -adopted by City Council on May 6 & 7, 1982",,,07-May-82,,,,,NA
15304,315947.804,4835944.929,1.90E+18,1103,Part V,236103,22 GENEVA AVE ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
15305,315650.179,4836027.405,1.90E+18,1103,Part V,236175,419 SACKVILLE ST ,110-02,"Annie Lowe House and Bert Brown House;1891 semi-detached house -adopted by City Council on Dec. 10, 1975 Part of the Cabbagetown Metcalfe Street Heritage Conservation District -enacted by City Council on February 15, 2002",,15-Feb-02,,,110-02,Cabbagetown-Metcalfe,,
15306,314704.044,4837152.672,1.90E+18,1103,Part V,273868,14 DUNBAR RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15307,314728.755,4837194.196,1.90E+18,1103,Part V,273907,21 DUNBAR RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15308,314899.123,4837356.305,1.90E+18,1103,Part V,273946,103 GLEN RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15309,315116.429,4837261.99,1.90E+18,1103,Part V,273997,8 CASTLE FRANK RD ,115-2003,"Gerald Larkin House; 1926, George, Moorhouse & King -adopted by City Council on Dec. 10, 1975; Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,10-Dec-75,,115-2003,South Rosedale,,
15310,315169.339,4837000.68,1.90E+18,1103,Part V,274047,3 NANTON AVE ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15311,314988.347,4836935.197,1.90E+18,1103,Part V,274176,20 DALE AVE ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15312,314843.023,4837025.432,1.90E+18,1103,Part V,274200,24 MAPLE AVE ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15313,315351.743,4836999.495,1.90E+18,1103,Part V,274510,65 CASTLE FRANK RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15314,305234.62,4829991.268,1.92E+18,1101,Listed,568414,95 MIMICO AVE ,,Mimico High School,,,27-Sep-06,,,,,NA
15315,305737.962,4829789.871,1.92E+18,1101,Listed,569011,2529 LAKE SHORE BLVD W,,Part of Mimico Estates.,,,27-Sep-06,,,,,
15316,306781.442,4832718.989,1.90E+18,1102,Part IV,142533,8 SOUTH KINGSWAY  ,801-98,See 4 South Kingsway,24-Nov-98,,28-Oct-98,801-98,,,,NA
15317,308758.96,4834373.449,1.90E+18,1101,Listed,161649,415 RONCESVALLES AVE ,,Identified through the Dundas Street West and Roncesvalles Avenue Built Form Study (2018) and part of the Dundas-Roncesvalles Historic Context. Built in post-1924. main street commercial row building type.,,,17-Dec-20,,,,,
15318,310796.333,4833708.231,1.90E+18,1102,Part IV,181481,69 BEACONSFIELD AVE ,721-79,"Row Housing at 65-71 Beaconsfield Avenue; 1889-1890 -adopted by City Council on Sept. 29, 30 and Oct. 4, 1976 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Aug. 20, 1979",20-Aug-79,,04-Oct-76,721-79,,,,NA
15319,310796.333,4833708.231,1.90E+18,1101,Listed,181481,69 BEACONSFIELD AVE ,,"Row Housing at 65-71 Beaconsfield Avenue: 1889-1890 -adopted by City Council on Sept. 29, 30 and Oct. 4, 1976",,,04-Oct-76,,,,,NA
15320,311223.685,4833935.629,1.90E+18,1101,Listed,182195,138 OSSINGTON AVE ,,Identified through the Ossington Avenue Planning Study (2013) and part of the Ossington Avenue (Queen Street West to Dundas Street West) Historic Context. Built in 1890-1894. main street commercial row building type.,,,16-Dec-20,,,,,
15321,311227.297,4834074.734,1.90E+18,1101,Listed,182362,203 OSSINGTON AVE ,,Identified through the Ossington Avenue Planning Study (2013) and part of the Ossington Avenue (Queen Street West to Dundas Street West) Historic Context. Built in 1890-1894. main street commercial row building type.,,,16-Dec-20,,,,,
15322,315768.217,4836096.136,1.90E+18,1103,Part V,236203,145 WINCHESTER ST ,259-2004,"Part of the Cabbagetown North Heritage Conservation District, enacted by City Council on April 16, 2004",,16-Apr-04,,,259-2004,Cabbagetown North,,
15323,315802.589,4835982.727,1.90E+18,1103,Part V,236243,340 CARLTON ST ,259-2004,"Part of the Cabbagetown North Heritage Conservation District, enacted by City Council on April 16, 2004",,16-Apr-04,,,259-2004,Cabbagetown North,,
15324,315639.489,4835931.804,1.90E+18,1103,Part V,236305,296 CARLTON ST ,110-02,"Peter McGregor House and Marshall McGregor House, 1889, J.T. Shepter, bldr. -adopted by City Council on Feb. 9, 1989 Part of the Cabbagetown Metcalfe Street Heritage Conservation District -By-law enacted by City Council on February 15, 2002",,15-Feb-02,09-Feb-89,,110-02,Cabbagetown-Metcalfe,,
15325,315639.489,4835931.804,1.90E+18,1103,Part V,236305,296 CARLTON ST ,110-02,"Part of 294-296 Carlton St., Peter McGregor House and Marshall McGregor House, 1889, J.T. Shepter, bldr. -adopted by City Council on Feb. 9, 1989 Part of the Cabbagetown Metcalfe Street Heritage Conservation District -By-law enacted by City Council on Feb",,15-Feb-02,,,110-02,Cabbagetown-Metcalfe,,
15326,315611.587,4836049.469,1.90E+18,1103,Part V,236329,97 WINCHESTER ST ,110-02,"William J. Hines House; 1893 semi-detached house Part of the Cabbagetown-Metcalfe Street Heritage Conservation District -enacted by City Council on February 15, 2002",,15-Feb-02,,,110-02,Cabbagetown-Metcalfe,,
15327,315247.791,4835845.994,1.90E+18,1103,Part V,236402,3 ABERDEEN AVE ,325-2008,"Adopted by City Council on December 11, 12, 13, 2007",,29-Apr-08,13-Dec-07,,325-2008,Cabbagetown Northwest,,
15328,315331.585,4835872.702,1.90E+18,1103,Part V,236418,39 ABERDEEN AVE ,325-2008,"Adopted by City Council on December 11, 12, 13, 2007",,29-Apr-08,13-Dec-07,,325-2008,Cabbagetown Northwest,,
15329,315399.769,4835847.223,1.90E+18,1103,Part V,236431,248 CARLTON ST ,325-2008,"Adopted by City Council on December 11, 12, 13, 2007",,29-Apr-08,13-Dec-07,,325-2008,Cabbagetown Northwest,,
15330,314976.7,4835921.569,1.90E+18,1103,Part V,236514,423 SHERBOURNE ST ,325-2008,"Adopted by City Council on December 11, 12, 13, 2007",,29-Apr-08,13-Dec-07,,325-2008,Cabbagetown Northwest,,
15331,315026.409,4835894.77,1.90E+18,1103,Part V,236534,84 BLEECKER ST ,325-2008,See 82 Bleecker Street,,29-Apr-08,13-Jan-97,,325-2008,Cabbagetown Northwest,,
15332,315304.699,4835903.406,1.90E+18,1103,Part V,236585,42 ABERDEEN AVE ,325-2008,"Adopted by City Council on December 11, 12, 13, 2007",,29-Apr-08,13-Dec-07,,325-2008,Cabbagetown Northwest,,
15333,315290.973,4836099.868,1.90E+18,1103,Part V,236634,31 PROSPECT ST ,325-2008,"Adopted by City Council on December 11, 12, 13, 2007",,29-Apr-08,13-Dec-07,,325-2008,Cabbagetown Northwest,,
15334,315556.615,4836125.533,1.90E+18,1103,Part V,236710,31 SALISBURY AVE ,110-02,"Edward Bull House; 1898 6 house terrace Part of the Cabbagetown Metcalfe Street Heritage Conservation District -enacted by City Council on February 15, 2002",,15-Feb-02,,,110-02,Cabbagetown-Metcalfe,,
15335,315546.624,4836075.726,1.90E+18,1103,Part V,236727,90 WINCHESTER ST ,110-02,"George Thorpe House; 1904 semi-detached 2 house terrace Part of the Cabbagetown-Metcalfe Street Heritage Conservation District -enacted by City Council on February 15, 2002",,15-Feb-02,,,110-02,Cabbagetown-Metcalfe,,
15336,315671.076,4836193.948,1.90E+18,1103,Part V,236807,54 SALISBURY AVE ,259-2004,"Part of the Cabbagetown North Heritage Conservation District, enacted by City Council on April 16, 2004",,16-Apr-04,,,259-2004,Cabbagetown North,,
15337,315681.527,4836243.93,1.90E+18,1103,Part V,236839,107 AMELIA ST ,259-2004,"Part of the Cabbagetown North Heritage Conservation District, enacted by City Council on April 16, 2004",,16-Apr-04,,,259-2004,Cabbagetown North,,
15338,315292.929,4836200.239,1.90E+18,1101,Listed,237138,578 PARLIAMENT ST ,,"Part of Chamberlain Terrace at 568-582 Parliament Street; 1876, Chas. Chamberlin, bldr. -adopted by City Council on Dec. 10, 1975",,,10-Dec-75,,,,,NA
15339,315385.906,4836363.167,1.90E+18,1103,Part V,237235,20 LAURIER AVE ,259-2004,"Part of row housing at 2-22 Laurier Avenue; c.1889 -adopted by City Council on Dec. 10, 1975",,16-Apr-04,10-Dec-75,,259-2004,Cabbagetown North,,
15340,315386.206,4836776.978,1.90E+18,1103,Part V,237462,9 CASTLE FRANK CRES ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15341,314842.252,4836632.198,1.90E+18,1102,Part IV,237521,6 GLEN RD ,37-2011,"Glen Road Houses.  Semi-detached house, 1883, A. Coleman, bldr. -adopted by City Council on July 2, 1974; Intention to Designate adopted by City Council on Nov. 19 & 20, 2007.  Designation by-law enacted by City Council on December 16, 2010.  Heritage Easement Agreement registered as Instrument No. AT4385724 on October 28, 2016.",16-Dec-10,,02-Jul-74,37-2011,,,20-Nov-07,NA
15342,316569.296,4835945.849,1.90E+18,1102,Part IV,579188,558 GERRARD ST E,411-00,"Governor's House, Don Jail, Charles Mancel Willmot, architect -adopted by City Council on July 4, 5 and 6, 2000 DESIGNATION BY-LAW ENACTED BY CITY COUNCIL ON July 6, 2000",06-Jul-00,,04-Jul-00,411-00,,,,NA
15343,311691.821,4834784.338,1.90E+18,1101,Listed,183683,607 COLLEGE ST ,,"Marks and Cohen Building, 1913; adopted by City Council on Oct. 26, 2005",,,26-Oct-05,,,,,NA
15344,316658.93,4836308.51,1.90E+18,1102,Part IV,238064,469 BROADVIEW AVE ,569-95,"John Cox house; possibly constructed before 1807, addition in mid 1800's, late 19th century addition, Edward Langley of Langley, Langley and Burke -adopted by City Council on Nov. 23, 1981 -Designation By-Law passed by City Council on Sept. 18, 1995",18-Sep-95,,23-Nov-81,569-95,,,,NA
15345,304032.701,4835190.709,1.92E+18,1101,Listed,493813,525 PRINCE EDWARD DR N,,Lambton Kingsway Public School,,,27-Sep-06,,,,,NA
15346,306812.315,4835173.244,1.90E+18,1101,Listed,146295,23 WOODSIDE AVE ,,"George Heintzman House, 1892 -adopted by City Council on Nov. 19, 1981",,,19-Nov-81,,,,,NA
15347,310472.732,4834286.423,1.90E+18,1101,Listed,185251,6 LANGEMARK AVE ,,"Semi-detached house, 1890 -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
15348,311739.321,4835234.427,1.90E+18,1102,Part IV,185623,469 MANNING AVE ,,SEE 469 Manning Avenue,16-Sep-91,,07-May-81,,,,,NA
15349,311739.321,4835234.427,1.90E+18,1102,Part IV,185623,469 MANNING AVE ,524-91,"Church of St. Mary Magdalene, 1892, F. Darling -adopted by City Council on May 7, 1981 DESIGNATION BY-LAW passed by City Council on Sept. 16, 1991",16-Sep-91,,07-May-81,524-91,,,,NA
15350,314335.466,4835373.513,1904,1101,Listed,222172,22 MC GILL ST ,,"Part of row housing at 18-22 McGill Street, 1910, George Sheard -adopted by City Council on March 15, 1974",,,15-Mar-74,,,,,NA
15351,313798.032,4840240.472,1.90E+18,1101,Listed,279287,613 MOUNT PLEASANT RD ,,"Included on the Heritage Register by City Council on October 2, 2017.  
Midtown in Focus - Phase 1
",,,02-Oct-17,,,,,
